age,job,marital,education,month,campaign,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
36,blue-collar,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,services,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
40,technician,divorced,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
41,blue-collar,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
51,services,married,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,technician,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
28,services,married,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
53,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
58,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
45,management,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
43,technician,married,unknown,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
33,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
27,blue-collar,single,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
42,technician,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
43,admin.,divorced,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
27,blue-collar,single,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,self-employed,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,student,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
54,management,divorced,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,self-employed,married,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
52,unemployed,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
47,management,divorced,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
49,housemaid,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
32,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
49,housemaid,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
50,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
55,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
51,retired,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
47,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
56,technician,married,basic.4y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
53,admin.,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
36,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,blue-collar,divorced,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
44,blue-collar,divorced,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,housemaid,married,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,yes
37,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
60,blue-collar,married,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,management,divorced,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
31,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
53,technician,divorced,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
45,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
37,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
47,self-employed,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
49,blue-collar,divorced,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
35,services,divorced,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
38,services,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
50,blue-collar,divorced,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
59,retired,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
43,unknown,married,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,admin.,married,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
46,blue-collar,married,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,housemaid,divorced,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,married,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
41,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
54,management,divorced,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
27,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
58,blue-collar,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,management,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
34,admin.,single,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
33,admin.,divorced,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
56,retired,married,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
43,services,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
54,management,single,basic.9y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
53,admin.,single,basic.6y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
42,technician,single,unknown,may,2,0,nonexistent,-36.4,4.857,5191.0,no
40,services,married,basic.6y,may,3,0,nonexistent,-36.4,4.857,5191.0,no
54,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
26,admin.,single,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
33,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
35,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
29,services,single,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
46,services,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
42,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
36,blue-collar,single,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
55,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,management,married,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
57,management,married,professional.course,may,3,0,nonexistent,-36.4,4.857,5191.0,no
32,services,single,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
