age,job,marital,education,month,campaign,previous,poutcome,cons.conf.idx,euribor3m,nr.employed,y
30,technician,married,professional.course,aug,2,0,nonexistent,-36.1,4.963,5228.1,no
54,blue-collar,married,unknown,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
55,blue-collar,married,basic.9y,may,1,0,nonexistent,-46.2,1.281,5099.1,no
41,blue-collar,married,high.school,may,1,0,nonexistent,-46.2,1.25,5099.1,no
38,technician,single,university.degree,may,2,0,nonexistent,-36.4,4.856,5191.0,no
51,technician,married,professional.course,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
42,technician,married,basic.9y,nov,2,0,nonexistent,-42.0,4.12,5195.8,no
53,technician,single,professional.course,may,2,1,failure,-46.2,1.291,5099.1,no
39,technician,married,basic.9y,jun,1,0,nonexistent,-41.8,4.958,5228.1,no
48,technician,married,university.degree,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
39,admin.,single,university.degree,may,1,0,nonexistent,-36.4,4.864,5191.0,no
49,admin.,married,university.degree,aug,2,0,nonexistent,-36.1,4.962,5228.1,no
40,housemaid,divorced,unknown,may,1,0,nonexistent,-36.4,4.856,5191.0,no
30,admin.,single,university.degree,nov,1,0,nonexistent,-42.0,4.191,5195.8,no
36,admin.,married,high.school,nov,3,0,nonexistent,-42.0,4.076,5195.8,no
29,management,single,university.degree,may,3,0,nonexistent,-36.4,4.857,5191.0,no
45,blue-collar,married,basic.6y,aug,1,0,nonexistent,-36.1,4.964,5228.1,no
54,blue-collar,married,basic.4y,apr,1,0,nonexistent,-47.1,1.41,5099.1,no
36,management,divorced,university.degree,sep,1,1,success,-37.5,0.881,4963.6,yes
40,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
40,services,single,high.school,apr,2,1,failure,-47.1,1.41,5099.1,no
31,admin.,single,university.degree,nov,1,0,nonexistent,-50.8,1.041,4963.6,no
31,blue-collar,married,basic.9y,jun,2,0,nonexistent,-41.8,4.96,5228.1,no
33,services,married,high.school,apr,1,1,failure,-47.1,1.435,5099.1,no
37,services,married,high.school,may,1,0,nonexistent,-36.4,4.859,5191.0,no
42,admin.,divorced,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
27,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
30,admin.,single,university.degree,may,1,0,nonexistent,-46.2,1.299,5099.1,no
37,technician,divorced,professional.course,aug,2,0,nonexistent,-36.1,4.965,5228.1,no
32,admin.,single,university.degree,jul,3,0,nonexistent,-33.6,1.029,5076.2,no
54,housemaid,married,professional.course,jul,2,0,nonexistent,-42.7,4.961,5228.1,no
47,entrepreneur,married,professional.course,may,1,0,nonexistent,-46.2,1.244,5099.1,no
32,blue-collar,married,basic.9y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
58,admin.,married,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
44,technician,married,high.school,jun,3,0,nonexistent,-41.8,4.865,5228.1,no
40,blue-collar,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
41,blue-collar,married,basic.6y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
45,unemployed,married,university.degree,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
55,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.864,5191.0,no
39,blue-collar,married,basic.6y,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
39,technician,married,basic.6y,apr,3,0,nonexistent,-47.1,1.453,5099.1,no
42,management,divorced,unknown,oct,1,0,nonexistent,-26.9,0.741,5017.5,no
30,blue-collar,married,basic.6y,may,3,0,nonexistent,-46.2,1.299,5099.1,no
51,services,married,high.school,jul,1,0,nonexistent,-42.7,4.961,5228.1,no
30,technician,married,professional.course,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
59,retired,divorced,basic.4y,may,1,0,nonexistent,-36.4,4.86,5191.0,no
41,housemaid,married,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
44,management,married,professional.course,apr,1,1,failure,-47.1,1.405,5099.1,no
44,blue-collar,married,basic.4y,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
37,blue-collar,married,professional.course,may,3,0,nonexistent,-36.4,4.855,5191.0,no
54,admin.,divorced,university.degree,sep,1,2,failure,-37.5,0.878,4963.6,no
24,admin.,married,unknown,jul,2,0,nonexistent,-42.7,4.963,5228.1,no
25,self-employed,single,university.degree,may,3,0,nonexistent,-36.4,4.858,5191.0,no
25,technician,single,professional.course,may,2,0,nonexistent,-46.2,1.244,5099.1,no
52,self-employed,married,university.degree,may,2,0,nonexistent,-36.4,4.864,5191.0,no
34,technician,single,university.degree,mar,2,1,failure,-50.0,1.52,5099.1,no
39,blue-collar,married,professional.course,may,1,1,failure,-46.2,1.299,5099.1,no
31,admin.,single,high.school,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
50,blue-collar,married,basic.9y,aug,3,0,nonexistent,-36.1,4.968,5228.1,no
41,unemployed,married,basic.9y,may,1,0,nonexistent,-36.4,4.855,5191.0,no
43,admin.,married,professional.course,jul,2,0,nonexistent,-42.7,4.968,5228.1,no
39,blue-collar,married,basic.6y,may,2,0,nonexistent,-36.4,4.859,5191.0,no
36,unknown,single,unknown,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
27,student,single,basic.9y,may,1,0,nonexistent,-40.0,0.701,5008.7,yes
33,services,married,professional.course,sep,1,1,failure,-37.5,0.879,4963.6,no
40,blue-collar,married,professional.course,jun,2,0,nonexistent,-41.8,4.967,5228.1,no
53,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
34,technician,married,professional.course,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
54,retired,divorced,basic.4y,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
45,entrepreneur,married,university.degree,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
33,admin.,married,high.school,jul,1,0,nonexistent,-33.6,1.044,5076.2,no
43,technician,married,high.school,jul,3,0,nonexistent,-42.7,4.957,5228.1,no
37,admin.,married,basic.9y,jun,3,0,nonexistent,-41.8,4.866,5228.1,no
50,technician,single,university.degree,jul,2,0,nonexistent,-42.7,4.961,5228.1,no
32,blue-collar,married,basic.9y,apr,2,0,nonexistent,-47.1,1.466,5099.1,no
39,self-employed,married,basic.9y,may,1,0,nonexistent,-46.2,1.25,5099.1,no
33,admin.,single,university.degree,nov,1,0,nonexistent,-42.0,4.245,5195.8,no
37,blue-collar,married,basic.9y,aug,2,0,nonexistent,-31.4,0.883,5076.2,no
42,technician,married,professional.course,aug,1,0,nonexistent,-31.4,0.879,5076.2,no
41,technician,married,professional.course,jun,3,0,nonexistent,-41.8,4.959,5228.1,no
58,technician,divorced,basic.9y,jun,3,0,nonexistent,-41.8,4.967,5228.1,no
43,blue-collar,single,unknown,may,3,0,nonexistent,-36.4,4.857,5191.0,no
69,unknown,married,university.degree,sep,2,1,success,-29.8,0.77,5017.5,yes
38,technician,single,university.degree,nov,1,1,failure,-42.0,4.153,5195.8,no
34,admin.,single,high.school,jun,1,0,nonexistent,-40.8,1.26,5076.2,no
37,management,divorced,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
46,blue-collar,married,basic.9y,jul,2,0,nonexistent,-42.7,4.96,5228.1,no
33,admin.,married,high.school,jun,3,0,nonexistent,-41.8,4.865,5228.1,no
59,blue-collar,married,basic.9y,aug,2,0,nonexistent,-36.1,4.968,5228.1,no
37,admin.,married,high.school,apr,3,0,nonexistent,-47.1,1.365,5099.1,no
36,blue-collar,married,basic.9y,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
58,admin.,divorced,high.school,may,3,1,failure,-46.2,1.25,5099.1,no
30,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.856,5191.0,no
33,admin.,married,university.degree,jul,2,0,nonexistent,-42.7,4.96,5228.1,no
58,retired,married,basic.9y,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
46,blue-collar,married,basic.6y,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
27,admin.,single,high.school,may,2,0,nonexistent,-36.4,4.855,5191.0,no
36,technician,married,university.degree,aug,3,0,nonexistent,-36.1,4.966,5228.1,no
34,admin.,single,university.degree,aug,2,0,nonexistent,-36.1,4.97,5228.1,no
37,admin.,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
34,admin.,married,high.school,may,2,1,failure,-46.2,1.291,5099.1,no
32,management,divorced,university.degree,may,1,0,nonexistent,-46.2,1.344,5099.1,no
35,management,single,high.school,may,2,0,nonexistent,-46.2,1.313,5099.1,no
33,admin.,single,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
29,management,single,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
40,blue-collar,married,professional.course,jun,1,1,failure,-40.8,1.215,5076.2,no
50,unknown,married,unknown,jul,1,0,nonexistent,-42.7,4.961,5228.1,no
57,retired,married,basic.4y,aug,2,0,nonexistent,-36.1,4.967,5228.1,no
27,admin.,single,university.degree,jul,1,0,nonexistent,-42.7,4.961,5228.1,no
35,admin.,single,basic.6y,may,2,0,nonexistent,-36.4,4.855,5191.0,no
39,technician,married,professional.course,aug,3,0,nonexistent,-36.1,4.964,5228.1,no
55,housemaid,married,basic.4y,may,1,0,nonexistent,-36.4,4.857,5191.0,no
47,admin.,married,high.school,may,3,0,nonexistent,-36.4,4.857,5191.0,no
42,admin.,married,university.degree,jun,2,0,nonexistent,-41.8,4.866,5228.1,no
24,services,single,high.school,may,1,1,failure,-46.2,1.299,5099.1,no
37,management,divorced,unknown,nov,1,1,failure,-42.0,4.191,5195.8,no
29,self-employed,married,unknown,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
58,technician,married,professional.course,nov,2,0,nonexistent,-42.0,4.076,5195.8,no
44,technician,married,basic.9y,oct,1,1,success,-26.9,0.742,5017.5,yes
31,student,single,high.school,nov,1,0,nonexistent,-42.0,4.153,5195.8,no
39,admin.,married,professional.course,may,1,0,nonexistent,-36.4,4.857,5191.0,no
57,technician,divorced,university.degree,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
27,self-employed,single,university.degree,may,1,0,nonexistent,-46.2,1.266,5099.1,no
44,technician,divorced,professional.course,apr,3,1,failure,-47.1,1.41,5099.1,no
38,admin.,single,university.degree,jul,2,0,nonexistent,-33.6,0.914,5076.2,no
48,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.855,5191.0,no
36,blue-collar,married,basic.4y,may,1,0,nonexistent,-46.2,1.313,5099.1,no
37,student,single,unknown,jun,1,0,nonexistent,-40.8,1.268,5076.2,no
41,entrepreneur,single,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
53,management,married,university.degree,nov,2,0,nonexistent,-42.0,4.191,5195.8,no
38,services,married,basic.9y,apr,2,0,nonexistent,-47.1,1.41,5099.1,no
54,management,married,university.degree,apr,1,0,nonexistent,-47.1,1.365,5099.1,no
42,technician,married,professional.course,may,2,0,nonexistent,-46.2,1.266,5099.1,no
35,blue-collar,single,basic.9y,may,2,1,success,-46.2,1.354,5099.1,no
36,management,married,university.degree,jun,1,0,nonexistent,-41.8,4.959,5228.1,no
41,blue-collar,married,basic.9y,jun,3,0,nonexistent,-41.8,4.865,5228.1,no
48,blue-collar,married,basic.9y,may,1,0,nonexistent,-46.2,1.344,5099.1,no
53,admin.,married,university.degree,dec,1,1,success,-33.0,0.72,5023.5,yes
26,admin.,single,basic.9y,jun,3,0,nonexistent,-41.8,4.959,5228.1,no
43,services,married,high.school,may,2,0,nonexistent,-46.2,1.291,5099.1,no
31,technician,divorced,university.degree,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
52,admin.,divorced,high.school,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
51,admin.,married,basic.6y,may,1,0,nonexistent,-36.4,4.859,5191.0,no
54,admin.,divorced,university.degree,nov,1,0,nonexistent,-42.0,4.021,5195.8,no
54,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.855,5191.0,no
23,student,single,unknown,jul,1,2,failure,-40.3,0.893,4991.6,no
56,retired,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
36,technician,married,university.degree,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
54,services,single,basic.6y,may,1,0,nonexistent,-46.2,1.25,5099.1,no
25,admin.,single,university.degree,may,1,0,nonexistent,-46.2,1.266,5099.1,no
39,technician,married,university.degree,nov,2,0,nonexistent,-42.0,4.153,5195.8,no
38,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
24,admin.,single,high.school,jul,1,0,nonexistent,-42.7,4.958,5228.1,no
32,admin.,single,university.degree,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
32,technician,single,university.degree,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
50,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
35,blue-collar,married,high.school,jun,3,0,nonexistent,-41.8,4.961,5228.1,no
50,admin.,divorced,basic.9y,may,1,0,nonexistent,-36.4,4.859,5191.0,no
36,services,married,high.school,apr,3,0,nonexistent,-47.1,1.405,5099.1,no
39,technician,married,professional.course,apr,2,0,nonexistent,-47.1,1.483,5099.1,no
33,services,divorced,high.school,apr,1,0,nonexistent,-47.1,1.479,5099.1,no
65,management,married,university.degree,jul,1,2,failure,-40.3,0.889,4991.6,no
37,unemployed,married,university.degree,jul,3,0,nonexistent,-42.7,4.959,5228.1,no
28,technician,single,university.degree,apr,1,1,failure,-34.6,0.663,5008.7,yes
34,technician,single,professional.course,mar,3,0,nonexistent,-50.0,1.726,5099.1,no
32,blue-collar,married,professional.course,may,1,0,nonexistent,-46.2,1.266,5099.1,no
42,blue-collar,married,basic.9y,jun,2,0,nonexistent,-41.8,4.967,5228.1,no
40,management,married,university.degree,nov,2,1,failure,-42.0,4.153,5195.8,no
52,management,divorced,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
55,blue-collar,married,professional.course,jul,2,0,nonexistent,-42.7,4.963,5228.1,no
31,admin.,single,high.school,may,1,0,nonexistent,-46.2,1.266,5099.1,no
39,management,single,university.degree,apr,2,0,nonexistent,-47.1,1.41,5099.1,no
34,technician,divorced,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
45,services,single,high.school,may,2,0,nonexistent,-46.2,1.313,5099.1,no
29,admin.,single,high.school,jul,1,0,nonexistent,-40.3,0.797,4991.6,yes
37,technician,divorced,basic.9y,apr,1,1,failure,-47.1,1.466,5099.1,no
51,management,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
45,services,married,basic.6y,may,1,1,failure,-46.2,1.291,5099.1,no
49,entrepreneur,married,basic.4y,apr,1,0,nonexistent,-47.1,1.405,5099.1,no
26,student,single,unknown,may,1,0,nonexistent,-46.2,1.266,5099.1,no
42,admin.,married,university.degree,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
32,self-employed,married,university.degree,oct,1,0,nonexistent,-26.9,0.722,5017.5,no
40,technician,married,basic.4y,may,1,0,nonexistent,-36.4,4.86,5191.0,no
47,entrepreneur,married,professional.course,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
29,technician,single,university.degree,aug,1,0,nonexistent,-36.1,4.967,5228.1,no
40,technician,single,professional.course,apr,1,1,failure,-47.1,1.405,5099.1,no
63,unknown,married,professional.course,oct,1,1,success,-49.5,1.025,4963.6,yes
40,services,single,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
35,unemployed,divorced,high.school,jun,1,0,nonexistent,-41.8,4.961,5228.1,no
46,blue-collar,married,basic.9y,jul,3,0,nonexistent,-42.7,4.96,5228.1,no
29,admin.,single,high.school,may,3,1,failure,-46.2,1.25,5099.1,no
37,management,single,university.degree,may,2,0,nonexistent,-46.2,1.327,5099.1,no
55,technician,married,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
61,technician,divorced,professional.course,may,3,0,nonexistent,-46.2,1.354,5099.1,no
53,housemaid,married,basic.6y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
31,blue-collar,married,basic.9y,nov,1,0,nonexistent,-42.0,4.12,5195.8,no
42,technician,divorced,basic.9y,may,1,0,nonexistent,-36.4,4.86,5191.0,no
31,services,married,professional.course,nov,3,0,nonexistent,-42.0,4.076,5195.8,no
58,self-employed,married,unknown,may,2,0,nonexistent,-46.2,1.334,5099.1,no
35,technician,single,professional.course,aug,1,0,nonexistent,-36.1,4.963,5228.1,no
29,self-employed,married,professional.course,jun,1,0,nonexistent,-41.8,4.962,5228.1,no
50,technician,married,unknown,may,1,0,nonexistent,-46.2,1.344,5099.1,no
50,blue-collar,single,basic.9y,may,2,0,nonexistent,-36.4,4.86,5191.0,no
35,entrepreneur,married,high.school,may,2,0,nonexistent,-36.4,4.857,5191.0,no
39,entrepreneur,married,high.school,jun,3,0,nonexistent,-41.8,4.865,5228.1,no
42,admin.,married,university.degree,nov,3,1,failure,-50.8,1.041,4963.6,no
43,admin.,married,university.degree,jun,1,0,nonexistent,-40.8,1.262,5076.2,no
30,admin.,single,university.degree,may,1,0,nonexistent,-46.2,1.25,5099.1,no
31,admin.,single,university.degree,jul,2,2,success,-40.3,0.861,4991.6,yes
62,housemaid,married,university.degree,nov,1,3,success,-30.1,0.714,5017.5,yes
47,blue-collar,married,high.school,apr,2,0,nonexistent,-47.1,1.365,5099.1,no
29,blue-collar,married,basic.9y,jul,1,0,nonexistent,-42.7,4.96,5228.1,no
45,technician,single,professional.course,may,2,0,nonexistent,-36.4,4.857,5191.0,no
47,unknown,married,unknown,jul,1,0,nonexistent,-42.7,4.963,5228.1,no
36,technician,married,high.school,aug,2,0,nonexistent,-36.1,4.965,5228.1,no
24,student,single,high.school,may,1,2,success,-40.0,0.672,5008.7,yes
48,unemployed,single,basic.9y,apr,1,1,success,-47.1,1.365,5099.1,no
33,admin.,married,high.school,jul,2,0,nonexistent,-42.7,4.961,5228.1,no
34,services,married,high.school,may,1,0,nonexistent,-36.4,4.857,5191.0,no
23,student,single,basic.6y,jun,1,1,success,-39.8,0.748,4991.6,yes
48,services,married,basic.4y,aug,1,0,nonexistent,-36.1,4.968,5228.1,no
36,management,divorced,high.school,nov,2,0,nonexistent,-42.0,4.12,5195.8,no
39,unemployed,single,high.school,jul,2,0,nonexistent,-40.3,0.896,4991.6,no
38,admin.,single,university.degree,apr,1,1,failure,-47.1,1.405,5099.1,no
43,entrepreneur,single,university.degree,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
48,admin.,married,unknown,nov,2,1,failure,-42.0,4.153,5195.8,no
39,blue-collar,married,basic.4y,apr,1,1,failure,-47.1,1.453,5099.1,no
41,services,married,basic.9y,jun,2,0,nonexistent,-41.8,4.962,5228.1,no
71,retired,single,university.degree,oct,1,0,nonexistent,-26.9,0.742,5017.5,no
30,blue-collar,single,high.school,nov,1,0,nonexistent,-42.0,4.076,5195.8,no
45,technician,divorced,unknown,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
40,management,married,university.degree,jul,2,0,nonexistent,-42.7,4.961,5228.1,no
34,admin.,single,university.degree,may,2,0,nonexistent,-36.4,4.857,5191.0,no
53,admin.,divorced,university.degree,jun,1,0,nonexistent,-41.8,4.864,5228.1,no
52,technician,married,high.school,may,1,0,nonexistent,-36.4,4.86,5191.0,no
39,housemaid,married,basic.4y,dec,1,1,failure,-45.9,3.743,5176.3,no
37,management,married,university.degree,may,2,0,nonexistent,-36.4,4.858,5191.0,no
27,technician,single,professional.course,jul,2,0,nonexistent,-42.7,4.962,5228.1,no
31,management,single,university.degree,may,1,1,failure,-46.2,1.281,5099.1,no
38,entrepreneur,married,basic.4y,jun,1,0,nonexistent,-41.8,4.96,5228.1,no
43,entrepreneur,married,university.degree,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
28,services,married,high.school,jul,1,0,nonexistent,-42.7,4.962,5228.1,no
42,blue-collar,married,basic.4y,may,2,0,nonexistent,-36.4,4.856,5191.0,no
41,blue-collar,married,basic.4y,jun,3,0,nonexistent,-41.8,4.959,5228.1,no
41,blue-collar,married,basic.6y,may,2,1,failure,-46.2,1.344,5099.1,no
35,self-employed,married,professional.course,jun,1,0,nonexistent,-41.8,4.955,5228.1,no
51,blue-collar,married,basic.4y,aug,1,0,nonexistent,-36.1,4.966,5228.1,no
34,technician,single,university.degree,may,2,0,nonexistent,-46.2,1.266,5099.1,no
39,blue-collar,married,basic.9y,may,1,0,nonexistent,-46.2,1.266,5099.1,no
48,blue-collar,married,basic.9y,may,1,0,nonexistent,-46.2,1.334,5099.1,no
51,blue-collar,married,basic.9y,may,1,0,nonexistent,-36.4,4.856,5191.0,no
52,blue-collar,single,basic.9y,nov,2,0,nonexistent,-30.1,0.714,5017.5,no
39,unemployed,married,high.school,may,1,0,nonexistent,-36.4,4.855,5191.0,no
32,technician,single,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
50,management,single,university.degree,nov,2,0,nonexistent,-42.0,4.153,5195.8,no
29,self-employed,married,university.degree,mar,1,0,nonexistent,-50.0,1.663,5099.1,no
47,management,married,basic.4y,jul,3,0,nonexistent,-42.7,4.962,5228.1,no
35,blue-collar,married,basic.9y,dec,1,3,success,-33.0,0.707,5023.5,yes
29,admin.,single,university.degree,oct,2,2,failure,-49.5,0.977,4963.6,no
31,admin.,single,high.school,nov,2,0,nonexistent,-42.0,4.191,5195.8,no
27,admin.,single,university.degree,may,1,1,success,-46.2,1.266,5099.1,no
36,blue-collar,married,basic.9y,may,3,0,nonexistent,-46.2,1.281,5099.1,no
32,technician,married,high.school,aug,3,0,nonexistent,-36.1,4.963,5228.1,no
53,admin.,married,high.school,nov,2,0,nonexistent,-42.0,4.12,5195.8,no
34,admin.,single,university.degree,aug,1,0,nonexistent,-36.1,4.965,5228.1,no
41,blue-collar,married,basic.4y,apr,2,0,nonexistent,-47.1,1.405,5099.1,no
26,admin.,single,university.degree,may,1,0,nonexistent,-46.2,1.299,5099.1,no
26,student,single,basic.9y,mar,2,0,nonexistent,-50.0,1.811,5099.1,no
46,services,married,professional.course,may,1,0,nonexistent,-36.4,4.855,5191.0,no
57,retired,married,basic.6y,may,1,0,nonexistent,-46.2,1.327,5099.1,no
36,entrepreneur,single,university.degree,nov,2,0,nonexistent,-42.0,4.12,5195.8,no
42,admin.,married,university.degree,may,1,0,nonexistent,-36.4,4.857,5191.0,no
